Date,City,Temp,Air Quality,PM 2.5,PM 10
10/8/2024 0:11:51,Houston,26.17°C,Fair,15.98,21.63
10/8/2024 0:12:01,Toronto,10.73°C,Good,2.43,6.17
10/8/2024 0:12:01,San Francisco,19.39°C,Fair,3.87,6.83
10/8/2024 0:12:02,New York,15.37°C,Good,2.24,4.09
10/8/2024 0:12:02,Dallas,23.97°C,Fair,14.48,18.72
10/8/2024 0:12:02,Boston,12.8°C,Good,4.4,5.3
10/8/2024 0:12:03,Miami,24.67°C,Good,2.13,3.08
10/8/2024 0:12:03,Houston,26.17°C,Fair,15.98,21.63
10/9/2024 0:10:43,Toronto,7.53°C,Good,1.57,5.7
10/9/2024 0:10:44,San Francisco,14.78°C,Fair,1.89,2.9
10/9/2024 0:10:44,New York,16.13°C,Fair,7.88,16.04
10/9/2024 0:10:45,Dallas,22.16°C,Good,7.73,11.82
10/9/2024 0:10:45,Boston,9.05°C,Good,3.29,6.09
10/9/2024 0:10:46,Miami,25.47°C,Good,8.3,13.51
10/9/2024 0:10:46,Houston,22.99°C,Good,4.59,6.61
10/10/2024 0:10:43,Toronto,6.55°C,Good,0.5,1.35
10/10/2024 0:10:44,San Francisco,15.27°C,Fair,1.68,3.22
10/10/2024 0:10:46,New York,13.68°C,Good,2.86,6.64
10/10/2024 0:10:46,Dallas,23.12°C,Fair,14.36,21
10/10/2024 0:10:47,Boston,11°C,Good,1.22,2.29
10/10/2024 0:10:48,Miami,27.23°C,Fair,3.34,5.87
10/10/2024 0:10:48,Houston,24.16°C,Good,9.42,13.34
10/11/2024 0:10:44,Toronto,6.97°C,Good,2.73,10.19
10/11/2024 0:10:44,San Francisco,13.56°C,Fair,4.86,11.14
10/11/2024 0:10:46,New York,10.43°C,Good,1.05,2.33
10/11/2024 0:10:46,Dallas,23.93°C,Good,6.36,8.3
10/11/2024 0:10:47,Boston,8.1°C,Good,0.5,1.01
10/11/2024 0:10:48,Miami,24.11°C,Fair,3.2,5.95
10/11/2024 0:10:48,Houston,23.13°C,Moderate,26.87,37.42
10/12/2024 0:10:43,Toronto,17.72°C,Fair,14.31,16.11
10/12/2024 0:10:44,San Francisco,14.82°C,Fair,5.35,9.96
10/12/2024 0:10:45,New York,16.42°C,Good,4.95,6.82
10/12/2024 0:10:45,Dallas,24.94°C,Fair,10.74,12.74
10/12/2024 0:10:46,Boston,13.25°C,Good,2.69,3.63
10/12/2024 0:10:47,Miami,26.25°C,Fair,3.69,14.78
10/12/2024 0:10:48,Houston,23.61°C,Fair,16.06,18.92
10/13/2024 0:10:43,Toronto,10.25°C,Good,1.05,2.86
10/13/2024 0:10:43,San Francisco,18.09°C,Good,3.02,4.85
10/13/2024 0:10:43,New York,15.32°C,Good,4.46,8.02
10/13/2024 0:10:44,Dallas,25.36°C,Moderate,14.87,17.85
10/13/2024 0:10:45,Boston,8.47°C,Good,2.29,3.94
10/13/2024 0:10:45,Miami,24.18°C,Fair,3.14,8.93
10/13/2024 0:10:45,Houston,24.17°C,Fair,10.8,13.6
10/14/2024 0:10:43,Toronto,9.08°C,Good,0.63,1.12
10/14/2024 0:10:44,San Francisco,16.07°C,Fair,0.68,1.09
10/14/2024 0:10:44,New York,18.27°C,Moderate,26.51,36.68
10/14/2024 0:10:45,Dallas,25.06°C,Fair,16.27,20.42
10/14/2024 0:10:46,Boston,9.7°C,Fair,0.78,1.04
10/14/2024 0:10:47,Miami,24.33°C,Fair,9.26,14.4
10/14/2024 0:10:47,Houston,24.92°C,Fair,13.2,18.29
10/15/2024 0:10:43,Toronto,5.48°C,Good,0.66,1.83
10/15/2024 0:10:43,San Francisco,14.93°C,Fair,1.29,2.38
10/15/2024 0:10:44,New York,8.88°C,Good,0.5,1.05
10/15/2024 0:10:44,Dallas,20.97°C,Good,8.62,13.01
10/15/2024 0:10:44,Boston,5.72°C,Good,0.5,0.72
10/15/2024 0:10:45,Miami,25.68°C,Good,9,14.49
10/15/2024 0:10:45,Houston,26.33°C,Fair,21.85,26.78
10/16/2024 0:10:43,Toronto,6.37°C,Fair,0.5,1.31
10/16/2024 0:10:43,San Francisco,15.85°C,Fair,1.47,1.93
10/16/2024 0:10:44,New York,9.52°C,Good,1.56,3.8
10/16/2024 0:10:44,Dallas,22.62°C,Fair,3.65,4.89
10/16/2024 0:10:45,Boston,6.54°C,Fair,0.63,1.26
10/16/2024 0:10:45,Miami,25.11°C,Fair,7.96,13.27
10/16/2024 0:10:46,Houston,25.86°C,Fair,21.82,28.54
10/17/2024 0:10:43,Toronto,4.6°C,Good,2.12,8.03
10/17/2024 0:10:44,San Francisco,14.6°C,Fair,1.46,3.19
10/17/2024 0:10:44,New York,9.44°C,Good,1.11,2.49
10/17/2024 0:10:45,Dallas,12.89°C,Fair,3.68,5.54
10/17/2024 0:10:45,Boston,4.45°C,Good,4.44,7.15
10/17/2024 0:10:46,Miami,22.79°C,Fair,6.22,9.39
10/17/2024 0:10:46,Houston,15.91°C,Good,2.67,3.73
10/18/2024 0:10:43,Toronto,8.56°C,Moderate,13.93,28.03
10/18/2024 0:10:44,San Francisco,17.61°C,Fair,0.82,1.71
10/18/2024 0:10:44,New York,10.94°C,Good,3.01,4.91
10/18/2024 0:10:45,Dallas,15.37°C,Good,4.06,5.82
10/18/2024 0:10:45,Boston,5.87°C,Fair,18.75,25.56
10/18/2024 0:10:46,Miami,24.25°C,Fair,3.62,16.64
10/18/2024 0:10:46,Houston,17.41°C,Good,7.77,9.85
10/19/2024 0:10:44,Toronto,10.36°C,Moderate,19.35,34.54
10/19/2024 0:10:45,San Francisco,17.42°C,Fair,1.79,2.62
10/19/2024 0:10:45,New York,13.09°C,Fair,6.26,9.78
10/19/2024 0:10:46,Dallas,18.88°C,Fair,4.42,6.39
10/19/2024 0:10:47,Boston,6.53°C,Fair,20.29,29.2
10/19/2024 0:10:47,Miami,23.82°C,Fair,4.25,9.71
10/19/2024 0:10:49,Houston,20.37°C,Fair,6.7,9.76
10/20/2024 0:10:45,Toronto,12.01°C,Fair,17.64,22.5
10/20/2024 0:10:45,San Francisco,17.99°C,Good,5.27,6.94
10/20/2024 0:10:47,New York,13.53°C,Moderate,27.84,38
10/20/2024 0:10:47,Dallas,18.8°C,Fair,10.32,11.57
10/20/2024 0:10:51,Boston,10.82°C,Fair,12.82,15.45
10/20/2024 0:10:52,Miami,25.57°C,Moderate,4.95,23.53
10/20/2024 0:10:55,Houston,20.74°C,Good,8.91,14.13
10/21/2024 0:10:44,Toronto,15.87°C,Fair,18.78,21.35
10/21/2024 0:10:44,San Francisco,16.08°C,Fair,8.2,12.21
10/21/2024 0:10:45,New York,15.57°C,Good,8.59,12.22
10/21/2024 0:10:45,Dallas,19.24°C,Fair,10.13,11.59
10/21/2024 0:10:46,Boston,12.85°C,Fair,7.55,8.93
10/21/2024 0:10:46,Miami,24.08°C,Fair,1.58,3.63
10/21/2024 0:10:47,Houston,20.15°C,Fair,12.42,17.09
10/22/2024 0:10:46,Toronto,15.79°C,Fair,20.61,31.25
10/22/2024 0:10:46,San Francisco,13.95°C,Fair,1.65,3.61
10/22/2024 0:10:47,New York,19.29°C,Fair,15.72,22.42
10/22/2024 0:10:47,Dallas,21.47°C,Fair,9.11,11.45
10/22/2024 0:10:48,Boston,16.35°C,Fair,15.39,18.59
10/22/2024 0:10:49,Miami,26.2°C,Fair,2.33,5.87
10/22/2024 0:10:49,Houston,20.1°C,Fair,23.86,30.52
10/23/2024 0:10:43,Toronto,16.84°C,Moderate,27.02,33.96
10/23/2024 0:10:44,San Francisco,13.08°C,Fair,1.56,3.74
10/23/2024 0:10:44,New York,17.22°C,Poor,59.13,72.17
10/23/2024 0:10:44,Dallas,23.97°C,Fair,5.29,9.82
10/23/2024 0:10:45,Boston,12.45°C,Moderate,36.33,44.11
10/23/2024 0:10:45,Miami,26.44°C,Fair,2.97,10.41
10/23/2024 0:10:45,Houston,22.8°C,Fair,13.72,19.91
10/24/2024 0:10:43,Toronto,9.87°C,Good,0.71,1.32
10/24/2024 0:10:43,San Francisco,15.5°C,Fair,1.84,3.23
10/24/2024 0:10:45,New York,17.26°C,Fair,10.18,16.6
10/24/2024 0:10:45,Dallas,25.33°C,Good,5.2,10.46
10/24/2024 0:10:46,Boston,16.77°C,Fair,4.23,7.85
10/24/2024 0:10:46,Miami,23.96°C,Fair,1.94,3.93
10/24/2024 0:10:47,Houston,22.3°C,Fair,10.27,15.56
10/25/2024 0:10:43,Toronto,8.45°C,Fair,5.19,16.96
10/25/2024 0:10:44,San Francisco,16.29°C,Fair,3.02,3.8
10/25/2024 0:10:45,New York,12.56°C,Good,1.07,2.21
10/25/2024 0:10:45,Dallas,24.77°C,Fair,6.52,10.04
10/25/2024 0:10:46,Boston,10.98°C,Good,0.93,1.75
10/25/2024 0:10:46,Miami,25.07°C,Fair,1.93,6.52
10/25/2024 0:10:47,Houston,22.71°C,Good,7.56,12.38
10/27/2024 0:10:44,Toronto,4.69°C,Good,0.9,2.75
10/27/2024 0:10:44,San Francisco,16.54°C,Fair,3.66,7.29
10/27/2024 0:10:46,New York,11.65°C,Fair,0.85,1.77
10/27/2024 0:10:46,Dallas,21.8°C,Good,9.06,11.21
10/27/2024 0:10:47,Boston,6.53°C,Fair,0.5,0.86
10/27/2024 0:10:47,Miami,25.34°C,Moderate,3.13,6.38
10/27/2024 0:10:48,Houston,23.96°C,Good,4.78,8.19
10/28/2024 0:10:43,Toronto,7.82°C,Good,2.36,6.9
10/28/2024 0:10:44,San Francisco,14.56°C,Fair,1.8,3.64
10/28/2024 0:10:47,New York,9.64°C,Good,3.56,6.86
10/28/2024 0:10:47,Dallas,23.85°C,Fair,11.58,14.68
10/28/2024 0:10:48,Boston,6.54°C,Good,1.94,3.15
10/28/2024 0:10:48,Miami,24.33°C,Moderate,3.43,10.77
10/28/2024 0:10:49,Houston,22.74°C,Fair,19.94,23.84
10/29/2024 0:10:43,Toronto,9.35°C,Good,2.03,4.04
10/29/2024 0:10:44,San Francisco,12.83°C,Fair,0.68,1.54
10/29/2024 0:10:45,New York,12.37°C,Moderate,15.23,24.16
10/29/2024 0:10:45,Dallas,25.11°C,Fair,2.86,4.83
10/29/2024 0:10:46,Boston,5.25°C,Fair,11.41,16.31
10/29/2024 0:10:46,Miami,25.57°C,Moderate,2.69,10.93
10/29/2024 0:10:47,Houston,25.13°C,Fair,7.59,14.22
10/30/2024 0:10:43,Toronto,11.84°C,Fair,17.63,21.61
10/30/2024 0:10:43,San Francisco,12.33°C,Fair,1.54,3.15
10/30/2024 0:10:44,New York,16.37°C,Good,5.45,10.43
10/30/2024 0:10:44,Dallas,25.22°C,Moderate,4.91,14.91
10/30/2024 0:10:44,Boston,10.25°C,Fair,1.67,3.85
10/30/2024 0:10:45,Miami,26.29°C,Fair,1.9,6.66
10/30/2024 0:10:45,Houston,24.58°C,Fair,3.41,11.38
10/31/2024 0:10:43,Toronto,19°C,Fair,11.73,14.33
10/31/2024 0:10:43,San Francisco,13.33°C,Fair,0.81,1.59
10/31/2024 0:10:44,New York,18.94°C,Fair,21.85,26.69
10/31/2024 0:10:44,Dallas,26.04°C,Fair,2.08,3.1
10/31/2024 0:10:44,Boston,14.72°C,Fair,20.32,23.85
10/31/2024 0:10:45,Miami,25.82°C,Fair,4.12,12.5
10/31/2024 0:10:45,Houston,25.69°C,Fair,2.61,4.7
11/1/2024 0:10:44,Toronto,18.21°C,Fair,1.95,2.86
11/1/2024 0:10:45,San Francisco,12.4°C,Fair,0.78,1.47
11/1/2024 0:10:46,New York,21.94°C,Fair,10.18,21.13
11/1/2024 0:10:46,Dallas,16.94°C,Good,6.2,9.51
11/1/2024 0:10:47,Boston,19.13°C,Fair,19.34,23.52
11/1/2024 0:10:48,Miami,25.89°C,Fair,2.78,7.38
11/1/2024 0:10:48,Houston,23.85°C,Good,6.8,11.26
11/2/2024 0:10:43,Toronto,4.65°C,Good,0.68,2.1
11/2/2024 0:10:44,San Francisco,14.4°C,Moderate,5.19,13.32
11/2/2024 0:10:45,New York,15.12°C,Good,1.93,3.98
11/2/2024 0:10:45,Dallas,19.9°C,Fair,11.06,13.07
11/2/2024 0:10:45,Boston,12.07°C,Good,1.15,2.22
11/2/2024 0:10:46,Miami,25.91°C,Fair,2,5.84
11/2/2024 0:10:46,Houston,23.55°C,Good,3.94,5.8
11/3/2024 0:10:44,Toronto,5.16°C,Fair,4.61,16.5
11/3/2024 0:10:44,San Francisco,13.08°C,Fair,0.56,1.26
11/3/2024 0:10:45,New York,9.37°C,Good,2.13,4.32
11/3/2024 0:10:47,Dallas,23.21°C,Fair,0.62,0.92
11/3/2024 0:10:47,Boston,3.49°C,Good,2.68,4.49
11/3/2024 0:10:48,Miami,26.1°C,Fair,2.39,9.08
11/3/2024 0:10:49,Houston,23.09°C,Fair,5.09,16.32
11/4/2024 0:10:43,Toronto,9.54°C,Fair,2.34,3.76
11/4/2024 0:10:43,San Francisco,14.66°C,Good,1.45,2.6
11/4/2024 0:10:44,New York,8.46°C,Fair,9.58,14.88
11/4/2024 0:10:44,Dallas,24.07°C,Good,2.11,3.08
11/4/2024 0:10:45,Boston,2.93°C,Fair,10.81,15.47
11/4/2024 0:10:45,Miami,25.49°C,Fair,2.85,13.58
11/4/2024 0:10:45,Houston,25.61°C,Fair,4.54,7.13
11/5/2024 0:10:44,Toronto,15.71°C,Fair,9.05,10.59
11/5/2024 0:10:45,San Francisco,14.53°C,Fair,1.66,3.36
11/5/2024 0:10:46,New York,12.47°C,Fair,11.94,22.53
11/5/2024 0:10:47,Dallas,18.01°C,Fair,8,13.65
11/5/2024 0:10:48,Boston,9.53°C,Good,6.11,11.94
11/5/2024 0:10:49,Miami,25.64°C,Fair,6.81,24.84
11/5/2024 0:10:50,Houston,26.12°C,Fair,5.03,14.89
11/6/2024 0:10:44,Toronto,17.91°C,Good,5.1,7.76
11/6/2024 0:10:44,San Francisco,16.44°C,Good,2.32,3.85
11/6/2024 0:10:46,New York,18.15°C,Fair,3.65,8.53
11/6/2024 0:10:48,Dallas,13.14°C,Moderate,29.64,44.75
11/6/2024 0:10:48,Boston,16.78°C,Fair,4.15,8.38
11/6/2024 0:10:50,Miami,26.88°C,Good,4.13,7.9
11/6/2024 0:10:50,Houston,20.91°C,Good,3.68,6.31
11/7/2024 0:10:43,Toronto,12.29°C,Good,1,2.17
11/7/2024 0:10:44,San Francisco,15.19°C,Fair,4.93,9.09
11/7/2024 0:10:45,New York,21.5°C,Good,5.83,8.73
11/7/2024 0:10:45,Dallas,15.04°C,Fair,13.3,17.27
11/7/2024 0:10:45,Boston,19.97°C,Good,2.47,4.07
11/7/2024 0:10:46,Miami,27.4°C,Fair,5.08,11.43
11/7/2024 0:10:46,Houston,24.38°C,Fair,20.17,28.87
11/8/2024 0:10:43,Toronto,8.53°C,Good,3.22,5.82
11/8/2024 0:10:44,San Francisco,14.26°C,Fair,19.69,27.18
11/8/2024 0:10:44,New York,12.94°C,Good,4.48,8.03
11/8/2024 0:10:45,Dallas,20.53°C,Good,8.78,10.45
11/8/2024 0:10:45,Boston,9.44°C,Good,3.78,6.78
11/8/2024 0:10:46,Miami,26.31°C,Fair,1.7,5.54
11/8/2024 0:10:46,Houston,24.21°C,Fair,11.48,15.08
11/9/2024 0:10:43,Toronto,4.07°C,Good,0.63,1.8
11/9/2024 0:10:44,San Francisco,13.29°C,Fair,20.2,24.5
11/9/2024 0:10:45,New York,12.86°C,Fair,0.77,1.38
11/9/2024 0:10:45,Dallas,16.12°C,Good,3.3,5.73
11/9/2024 0:10:46,Boston,7.79°C,Fair,0.5,0.74
11/9/2024 0:10:46,Miami,26.01°C,Fair,1.77,7.2
11/9/2024 0:10:47,Houston,25.73°C,Fair,11.9,16.17
11/10/2024 0:10:43,Toronto,6.7°C,Fair,4.86,12.89
11/10/2024 0:10:43,San Francisco,12.61°C,Fair,15.13,26.2
11/10/2024 0:10:44,New York,8.89°C,Fair,9.21,15.73
11/10/2024 0:10:44,Dallas,14.71°C,Fair,22.42,32.83
11/10/2024 0:10:45,Boston,2.15°C,Good,2.38,4.15
11/10/2024 0:10:46,Miami,25.96°C,Fair,1.86,4.85
11/10/2024 0:10:46,Houston,22.21°C,Good,5.26,7.57
11/11/2024 0:10:43,Toronto,11.29°C,Good,1.96,2.52
11/11/2024 0:10:44,San Francisco,14.4°C,Fair,4.41,6.7
11/11/2024 0:10:44,New York,12.55°C,Fair,2.99,3.92
11/11/2024 0:10:45,Dallas,16.58°C,Poor,51.5,65.69
11/11/2024 0:10:45,Boston,11°C,Fair,2.56,3.64
11/11/2024 0:10:46,Miami,24.97°C,Fair,5,9.14
11/11/2024 0:10:46,Houston,21.29°C,Good,9.38,11.72
11/12/2024 0:10:44,Toronto,4.77°C,Good,0.5,0.92
11/12/2024 0:10:45,San Francisco,11.83°C,Fair,0.8,1.98
11/12/2024 0:10:46,New York,14.36°C,Good,4.19,6.09
11/12/2024 0:10:47,Dallas,16.27°C,Fair,24.77,34.84
11/12/2024 0:10:48,Boston,13.01°C,Good,2.29,3.33
11/12/2024 0:10:49,Miami,25.7°C,Fair,17.3,29.88
11/12/2024 0:10:50,Houston,19.91°C,Fair,12.12,17.26
11/13/2024 0:10:43,Toronto,-1.4°C,Good,1.8,6.24
11/13/2024 0:10:43,San Francisco,11.12°C,Fair,1.16,2.23
11/13/2024 0:10:43,New York,5.01°C,Fair,5.98,6.84
11/13/2024 0:10:44,Dallas,15.56°C,Good,8.25,11.02
11/13/2024 0:10:45,Boston,2.29°C,Fair,0.5,0.94
11/13/2024 0:10:45,Miami,25.61°C,Fair,3.6,13.85
11/13/2024 0:10:45,Houston,18.31°C,Fair,18.29,28.52
11/14/2024 0:10:43,Toronto,7.01°C,Fair,2.11,3.38
11/14/2024 0:10:43,San Francisco,13.49°C,Fair,2.3,3.79
11/14/2024 0:10:44,New York,5.91°C,Fair,7.69,12.18
11/14/2024 0:10:44,Dallas,14.27°C,Good,3.47,5.16
11/14/2024 0:10:44,Boston,1.46°C,Fair,1.09,1.86
11/14/2024 0:10:45,Miami,24.94°C,Fair,5.49,19.5
11/14/2024 0:10:45,Houston,20.5°C,Fair,12.5,17.35
11/15/2024 0:10:43,Toronto,5.48°C,Fair,3.59,6.31
11/15/2024 0:10:43,San Francisco,11.29°C,Fair,0.5,0.83
11/15/2024 0:10:45,New York,6.59°C,Moderate,19.26,29.92
11/15/2024 0:10:45,Dallas,12.62°C,Moderate,41.2,57.97
11/15/2024 0:10:46,Boston,0.47°C,Fair,3.19,5.52
11/15/2024 0:10:46,Miami,23.32°C,Fair,4.1,13.63
11/15/2024 0:10:47,Houston,15.3°C,Fair,15.59,22.58
11/16/2024 0:10:44,Toronto,6.95°C,Good,7.44,9.85
11/16/2024 0:10:45,San Francisco,10.44°C,Fair,0.5,1.19
11/16/2024 0:10:45,New York,9.31°C,Fair,1.51,2.8
11/16/2024 0:10:46,Dallas,13.21°C,Fair,7.28,10.34
11/16/2024 0:10:46,Boston,7.49°C,Fair,1.41,2.7
11/16/2024 0:10:47,Miami,21.72°C,Fair,4.15,11.2
11/16/2024 0:10:48,Houston,16.26°C,Moderate,20.18,28.25
11/17/2024 0:10:43,Toronto,3.83°C,Good,6.11,11.19
11/17/2024 0:10:43,San Francisco,9.52°C,Fair,0.69,1.4
11/17/2024 0:10:44,New York,10.19°C,Fair,1.13,1.98
11/17/2024 0:10:44,Dallas,17.75°C,Fair,8.29,14.17
11/17/2024 0:10:45,Boston,8.21°C,Fair,1,1.75
11/17/2024 0:10:45,Miami,23.7°C,Fair,2.25,9.58
11/17/2024 0:10:45,Houston,22.91°C,Fair,5.62,12.33
11/18/2024 0:10:44,Toronto,9.67°C,Fair,12.66,14.17
11/18/2024 0:10:44,San Francisco,12.56°C,Fair,1.99,2.92
11/18/2024 0:10:45,New York,10.99°C,Good,8.64,12.94
11/18/2024 0:10:46,Dallas,22.58°C,Fair,1.67,2.01
11/18/2024 0:10:47,Boston,7.71°C,Good,5.23,8.8
11/18/2024 0:10:47,Miami,24.63°C,Fair,3.31,10.17
11/18/2024 0:10:48,Houston,23.95°C,Fair,6.59,20.38
11/19/2024 0:10:43,Toronto,4.75°C,Fair,3.29,9.85
11/19/2024 0:10:44,San Francisco,9.12°C,Fair,0.5,0.83
11/19/2024 0:10:44,New York,11.57°C,Fair,4.36,6.12
11/19/2024 0:10:45,Dallas,16.39°C,Fair,3.79,10.59
11/19/2024 0:10:45,Boston,8.57°C,Good,0.93,1.52
11/19/2024 0:10:46,Miami,24.61°C,Fair,3.28,8.46
11/19/2024 0:10:46,Houston,17.45°C,Fair,7.76,11.91
11/20/2024 0:10:45,Toronto,8.65°C,Good,1.52,2.42
11/20/2024 0:10:45,San Francisco,10.64°C,Fair,2.69,4.24
11/20/2024 0:10:46,New York,11.86°C,Moderate,47.87,80.88
11/20/2024 0:10:46,Dallas,15.97°C,Fair,7.18,14.02
11/20/2024 0:10:46,Boston,5.5°C,Good,3.21,5.57
11/20/2024 0:10:47,Miami,23.37°C,Fair,2.67,6.83
11/20/2024 0:10:47,Houston,17.79°C,Moderate,19.97,33.36
11/21/2024 0:10:43,Toronto,4.3°C,Good,8.42,10.49
11/21/2024 0:10:43,San Francisco,12.88°C,Fair,2.66,3.56
11/21/2024 0:10:44,New York,12.43°C,Fair,6.82,10.02
11/21/2024 0:10:45,Dallas,9.55°C,Fair,10.3,17.16
11/21/2024 0:10:45,Boston,7.83°C,Good,5.09,7.48
11/21/2024 0:10:45,Miami,24.46°C,Good,3.15,5
11/21/2024 0:10:46,Houston,12.95°C,Good,6.78,9.98
11/22/2024 0:10:43,Toronto,4.22°C,Good,0.78,1.57
11/22/2024 0:10:43,San Francisco,15.94°C,Fair,3.08,6.17
11/22/2024 0:10:44,New York,3.09°C,Fair,1.07,1.53
11/22/2024 0:10:44,Dallas,10.9°C,Moderate,19.35,29.78
11/22/2024 0:10:44,Boston,7.95°C,Fair,0.68,1.03
11/22/2024 0:10:45,Miami,15.52°C,Fair,7.47,8.91
11/22/2024 0:10:45,Houston,13.87°C,Poor,71.06,83.57
11/23/2024 0:10:43,Toronto,4.1°C,Good,1.41,4.67
11/23/2024 0:10:43,San Francisco,12.27°C,Fair,2.4,2.8
11/23/2024 0:10:43,New York,2.81°C,Fair,7.12,9.46
11/23/2024 0:10:44,Dallas,11.01°C,Fair,9.4,15.98
11/23/2024 0:10:44,Boston,7.13°C,Good,3.4,4.44
11/23/2024 0:10:44,Miami,16.04°C,Fair,4.35,8.13
11/23/2024 0:10:45,Houston,14.92°C,Moderate,26.07,39.33
11/24/2024 0:10:43,Toronto,3.98°C,Fair,0.5,1.14
11/24/2024 0:10:43,San Francisco,10.54°C,Fair,0.69,1.78
11/24/2024 0:10:44,New York,9.16°C,Good,0.5,1.09
11/24/2024 0:10:44,Dallas,15.05°C,Moderate,13.34,15.82
11/24/2024 0:10:45,Boston,5.58°C,Fair,0.5,0.91
11/24/2024 0:10:45,Miami,14°C,Fair,10.08,12.82
11/24/2024 0:10:46,Houston,17.15°C,Fair,10.9,14.78
11/25/2024 0:11:06,Toronto,-0.09°C,Fair,5.93,17.97
11/25/2024 0:11:07,San Francisco,12.67°C,Fair,1.07,1.49
11/25/2024 0:11:08,New York,7.46°C,Good,2.32,5.17
11/25/2024 0:11:08,Dallas,19.39°C,Fair,8.84,13.9
11/25/2024 0:11:09,Boston,4.22°C,Fair,0.5,0.93
11/25/2024 0:11:09,Miami,18.47°C,Fair,5.97,12.84
11/25/2024 0:11:10,Houston,20.79°C,Fair,4.94,12.14
11/26/2024 0:10:46,Toronto,6.4°C,Good,3.69,5.11
11/26/2024 0:10:46,San Francisco,12.08°C,Good,3.19,5.39
11/26/2024 0:10:49,New York,11.14°C,Moderate,21.71,31.1
11/26/2024 0:10:49,Dallas,8.44°C,Fair,3.55,5.21
11/26/2024 0:10:50,Boston,1.58°C,Fair,13.92,23.85
11/26/2024 0:10:51,Miami,23.37°C,Fair,5.61,13.09
11/26/2024 0:10:51,Houston,14.32°C,Fair,16.08,22.54
11/27/2024 0:10:43,Toronto,2.5°C,Good,0.93,1.79
11/27/2024 0:10:43,San Francisco,9.83°C,Good,1.98,3.55
11/27/2024 0:10:44,New York,7.66°C,Good,1.97,4.19
11/27/2024 0:10:44,Dallas,11.59°C,Fair,7.14,9.46
11/27/2024 0:10:44,Boston,3.28°C,Good,1.1,2.33
11/27/2024 0:10:45,Miami,22.49°C,Fair,5.38,11.64
11/27/2024 0:10:45,Houston,14.98°C,Fair,24.5,32.7
11/28/2024 0:10:43,Toronto,2.18°C,Fair,7.65,17.37
11/28/2024 0:10:43,San Francisco,10.46°C,Good,4.16,5.58
11/28/2024 0:10:44,New York,8.26°C,Fair,18.61,31.91
11/28/2024 0:10:44,Dallas,12.94°C,Fair,7.14,9.33
11/28/2024 0:10:45,Boston,1.69°C,Fair,11.52,18.7
11/28/2024 0:10:45,Miami,22.87°C,Fair,3.27,8.16
11/28/2024 0:10:45,Houston,22.4°C,Good,4.71,9.8
11/29/2024 0:10:43,Toronto,1.96°C,Good,1.49,3.29
11/29/2024 0:10:44,San Francisco,10.34°C,Fair,15.31,23.7
11/29/2024 0:10:46,New York,5.67°C,Fair,0.97,1.74
11/29/2024 0:10:46,Dallas,6.58°C,Fair,3.08,4.44
11/29/2024 0:10:46,Boston,4.04°C,Good,1.12,1.7
11/29/2024 0:10:47,Miami,21.62°C,Moderate,19.1,33.67
11/29/2024 0:10:48,Houston,11.84°C,Good,5.54,7.32
11/30/2024 0:10:43,Toronto,-1.9°C,Fair,0.5,1.15
11/30/2024 0:10:43,San Francisco,11.58°C,Moderate,17.85,26.78
11/30/2024 0:10:44,New York,1.24°C,Good,2.74,4.33
11/30/2024 0:10:45,Dallas,5.51°C,Good,8.3,13.69
11/30/2024 0:10:45,Boston,1.56°C,Good,2.89,4.76
11/30/2024 0:10:45,Miami,22.05°C,Moderate,26.38,35.4
11/30/2024 0:10:46,Houston,9°C,Fair,5.03,7.46
12/1/2024 0:10:43,Toronto,-3.64°C,Good,0.88,1.71
12/1/2024 0:10:43,San Francisco,12.16°C,Moderate,31.27,37.63
12/1/2024 0:10:44,New York,-0.89°C,Good,3.05,4.52
12/1/2024 0:10:45,Dallas,8.33°C,Fair,11.32,18
12/1/2024 0:10:45,Boston,-0.63°C,Good,0.88,1.6
12/1/2024 0:10:46,Miami,19.26°C,Fair,3.8,11.07
12/1/2024 0:10:46,Houston,12.74°C,Fair,14.32,19.79
12/2/2024 0:10:43,Toronto,-2.27°C,Good,1.65,5.3
12/2/2024 0:10:44,San Francisco,14.01°C,Moderate,26.88,34.02
12/2/2024 0:10:45,New York,-0.03°C,Good,8.9,13.63
12/2/2024 0:10:46,Dallas,8.93°C,Fair,21.3,32.01
12/2/2024 0:10:47,Boston,-2.46°C,Good,5.38,7.29
12/2/2024 0:10:47,Miami,17.21°C,Fair,3.55,5.83
12/2/2024 0:10:48,Houston,12.78°C,Moderate,19.01,27.77
12/3/2024 0:10:43,Toronto,-0.7°C,Good,1.94,6.09
12/3/2024 0:10:43,San Francisco,13.33°C,Moderate,26.56,31.79
12/3/2024 0:10:44,New York,0.69°C,Fair,9.51,17.72
12/3/2024 0:10:44,Dallas,8.76°C,Fair,15.51,20.31
12/3/2024 0:10:45,Boston,-2.84°C,Good,4.18,7.25
12/3/2024 0:10:45,Miami,15.64°C,Fair,5.75,9.86
12/3/2024 0:10:46,Houston,11.69°C,Fair,13.18,18.89
12/4/2024 0:10:43,Toronto,-0.93°C,Good,3.34,6.39
12/4/2024 0:10:43,San Francisco,13.2°C,Moderate,32,37.49
12/4/2024 0:10:44,New York,0.16°C,Fair,12.33,21.05
12/4/2024 0:10:44,Dallas,10.52°C,Fair,13.58,18.43
